Publishing Year,language_code,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,units sold,publisher_code,author_rating
1987.0,0.0,4.04,58062,0,104.94,0.0,0.99,1238,106,0,0
2010.0,0.0,3.81,55355,2,477.0,286.2,4.5,1241,106,0,2
1879.0,0.0,3.69,69450,0,1588.94,953.364,14.99,1243,106,1,2
1959.0,0.0,4.18,59963,0,212.0,0.0,2.0,1243,106,0,0
1961.0,0.0,3.89,56550,0,735.64,441.384,6.94,1244,106,6,2
2006.0,0.0,3.73,60372,0,846.94,508.164,7.99,1247,106,7,2
1966.0,0.0,4.06,67077,1,1334.54,800.724,12.59,1248,106,7,0
2011.0,0.0,3.91,85034,0,827.86,496.716,7.81,1249,106,6,2
1996.0,0.0,3.91,52333,0,589.36,353.616,5.56,1251,106,1,2
2010.0,0.0,3.92,54341,0,316.94,0.0,2.99,1253,106,0,2
2012.0,0.0,3.65,65932,1,1058.94,635.364,9.99,1255,106,0,2
2002.0,0.0,3.94,60932,0,316.94,190.164,2.99,1255,106,0,2
1955.0,5.0,3.97,75987,0,740.94,444.564,6.99,1257,106,7,2
1972.0,5.0,4.11,65626,1,210.94,0.0,1.99,1258,106,0,0
1996.0,0.0,3.66,59229,0,104.94,0.0,0.99,1263,106,0,2
1982.0,0.0,4.17,62432,0,815.14,489.084,7.69,1265,106,7,0
2004.0,0.0,3.95,70737,0,846.94,508.164,7.99,1266,106,7,2
1994.0,0.0,4.31,43927,0,316.94,0.0,2.99,1266,106,0,0
2014.0,0.0,3.52,37379,1,104.94,62.964,0.99,1268,106,0,2
1989.0,0.0,4.34,57312,0,846.94,508.164,7.99,1270,106,7,0
1930.0,0.0,3.92,58742,0,846.94,508.164,7.99,1271,106,1,2
2011.0,0.0,4.17,58028,0,104.94,62.964,0.99,1272,106,0,0
1999.0,0.0,4.07,55251,0,316.94,0.0,2.99,1273,106,0,0
